GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Gas Collection System Comments
1000217,1957,Clearview Environmental Control Facility,MS,,2253 Mudline Road,Lake,Scott,39092,32.2354,-89.3723,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1991,2044,Open,149,88.7,,,"22,078,987","7,900,332",2018,"500,044",2018,No,Not used,No,,Yes,1.911,2018,39.8,Yes,1,1.911,2018,"5/04-24 extraction wells to be online by the end of the year.; 6/04-22 wells being drilled currently, due to be online by 10/31/04.; 2012-51 wells, system capacity=3000 scfm."
1005964,1958,Golden Triangle Regional Landfill,MS,,2505 Old West Point Road,Starkville,Oktibbeha,39759,33.5283,-88.6724,No,Public,"Golden Triangle Regional Solid Waste Management Authority, MS","Golden Triangle Regional Solid Waste Management Authority, MS",1996,2176,Open,265,40,175,100,"27,436,256","2,998,827",2018,"185,856",2018,No,Not used,No,1.18,Yes,0.392,2018,53.5,Yes,1,0.042,2018,"10/10-GCCS installed in 2009.; 2010-12 wells, system capacity=3400 acfm."
,1959,Jefferson County LF,MS,,4335 Highway 61 S,Fayette,Jefferson,39069,31.652,-91.144,No,Private,"Southern Landfill Management, Inc.","Southern Landfill Management, Inc.",1996,2332,Open,,,,,"16,728,135","146,370",2008,"19,700",2008,Unknown,Not used,No,,No,,,,No,,,,
,1972,Kemper County Solid Waste Landfill,MS,,Highway 16,De Kalb,Kemper,39328,32.7982,-88.5726,No,Private,"Waste Pro USA, Inc.","Waste Pro USA, Inc.",1994,2029,Open,22.4,,,,"267,510","210,185",2008,"44,152",2018,Unknown,Not used,No,,No,,,,No,,,,
1006851,1960,Leflore County Landfill,MS,,15200 Highway 49 E. South,Sidon,Leflore,38954,33.4456,-90.2078,No,Public,Leflore County Board of Supervisors,"Waste Connections, Inc.",1996,2026,Open,56,35.6,75,75,"2,688,599","2,131,992",2018,"110,369",2018,No,Not used,No,0.755,No,,,,No,,,,
1006302,1961,Little Dixie Landfill,MS,,1716 N County Line Road,Ridgeland,Madison,39157,32.4088,-90.24325,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1979,2040,Open,150,149.3,125,,"20,509,099","17,529,084",2018,"204,583",2018,No,Not used,No,6.19,Yes,2.347,2018,50.2,Yes,,2.347,2018,"96 wells cover nearly half of LF area, expected total of 205 wells.; 2012-144 wells, system capacity=4000 acfm."
1010379,1962,MacLand Landfill,MS,MacLand Disposal Center Industrial Landfill,11300 Highway 63 N,Moss Point,Jackson,39562,30.50414,-88.5325,No,Private,"MacLand Disposal Center, Inc.","MacLand Disposal Center, Inc.",2002,2050,Open,49,,,,"4,441,071","2,979,378",2018,"91,945",2018,No,Not used,No,,No,,,,No,,,,
1005282,1973,Northeast Mississippi Regional Landfill,MS,Buck Run LF,2941 County Road 302,Walnut,Tippah,38683,34.9477,-88.93775,No,Public,Northeast Mississippi Solid Waste Management Authority,"Waste Connections, Inc.",2001,2024,Open,75,54.2,125,85,"6,745,268","5,477,534",2018,"557,358",2018,No,Not used,No,3.78,Yes,1.721,2018,56.7,Yes,,,,"10/09-Flare only at this time, began 11/21/08.; 2012-36 wells, system capacity=2100 acfm."
1007890,1963,Pecan Grove Sanitary Landfill,MS,,9685 Firetower Road,Pass Christian,Harrison,39571,30.427,-89.2669,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1988,2036,Open,176,129,,76,"18,887,130","11,538,282",2018,"332,141",2018,No,Several times per year,No,,Yes,2.994,2018,45,Yes,1,0.994,2018,"6/04-Adding more wells in the near future to the non-bioreactor cell.; 9/10-111 wells over 81 acres, system installed in 1997, 1 open flare.; 2012-127 wells, system capacity=5000 acfm."
1010773,1964,Pine Belt Regional Landfill,MS,,5274 Highway 29 S,Ovett,Perry,39464,31.4056,-89.0938,No,Public,"Pine Belt Regional Solid Waste Management Authority, MS",,1997,2041,Open,49,32,,67,"6,389,789","2,578,188",2017,"160,331",2018,No,Not used,No,,No,,,,No,,,,
1005165,1965,Pine Ridge Sanitary Landfill,MS,,520 Murphy Road,Meridian,Lauderdale,39301,32.3754,-88.6102,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1988,2052,Open,100,54.9,80,,"8,027,329","3,867,702",2018,"85,744",2018,No,Not used,No,1.95,Yes,0.598,2018,33.8,Yes,1,0.598,2018,"5/04-18 extraction wells to be online by the end of the year.; 6/04-18 wells to be online by 10/31/04, currently surveying the system layout at the site.; 2012-28 wells, system capacity=2100 scfm."
1003399,1966,Plantation Oaks Sanitary Landfill,MS,,35 Shieldsboro Road,Sibley,Adams,39165,31.3576,-91.3954,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1989,2092,Open,80,50.6,,,"8,375,737","2,913,083",2018,"84,923",2018,No,Several times per year,No,1.31,No,,,,No,,,,"6/04-13 wells to be online by January 2006, but may start construction in 2004.; 2010-Passive venting only."
1007891,1967,Prairie Bluff Sanitary Landfill,MS,,1649 Highway 15 N,Houston,Chickasaw,38851,33.9585,-88.9921,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1988,2541,Open,238,86,120,,"38,684,090","14,077,823",2010,"74,250",2018,Yes,Several times per year,No,2.63,Yes,0.913,2018,54.9,Yes,1,0,2018,"2012-28 wells, system capacity=3000 acfm."
1002547,1968,Three Rivers Regional Landfill,MS,,"1904 Pontotoc Pkwy, West",Pontotoc,Pontotoc,38863,34.295073,-89.058313,No,Public,"Three Rivers Regional Solid Waste Management Authority, MS","Waste Connections, Inc.",1995,2066,Open,207,49.8,,110,"12,718,815","4,456,403",2018,"261,784",2018,Yes,Several times per year,No,1.71,Yes,0.624,2018,53,Yes,3,,,"4/04-Passive system.; 12/09-Installed LFG collection and combustion system with open flare.; 2012-21 wells, system capacity=3400 acfm, passive vents/flares too."
1007683,1969,Tunica Landfill,MS,,6035 Bowdre Road,Robinsonville,Tunica,38664,34.7877,-90.2483,No,Private,"Waste Management, Inc.","Waste Management, Inc.",1998,2067,Open,147,68,,,"25,298,854","6,363,576",2018,"402,903",2018,No,Not used,No,2.12,Yes,0.725,2018,53.1,Yes,1,0.725,2018,"2012-27 wells, system capacity=3000 scfm."
,21007,Beaverhead County Landfill,MT,,3801 Ten Mile Road,Dillon,Beaverhead,59725,45.22,-112.718,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1000477,2141,Billings City Landfill,MT,Billings Regional Landfill,5240 Jellison Road,Billings,Yellowstone,59101,45.72368,-108.54805,No,Public,"City of Billings, MT","City of Billings, MT",1969,2050,Open,250,140,150,,"18,838,130","7,822,102",2018,"305,054",2018,Yes,Occasionally but not every year,No,1.4,Yes,1.053,2017,53.1,Yes,,,,"4/10-59 wells were installed in the winter of 2010.; 2012-62 wells, system capacity=1600 acfm."
,21008,Butte-Silver Bow Landfill,MT,,121074 North Browns Gulch Road,Butte,Silver Bow,59701,46.0233,-112.615,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21009,City of Glendive Sanitary Landfill,MT,,801 East Brennan Street,Glendive,Dawson,59330,47.1035,-104.6929,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21010,City of Hardin Landfill,MT,,3794 East Sarpy Road,Hardin,Big Horn,59034,45.7355,-107.524,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21011,City of Malta Landfill,MT,,2124 Short Oil Road,Malta,Phillips,59538,48.3222,-107.8668,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21012,City of Shelby Landfill,MT,,50 City Shop Road,Shelby,Toole,59474,48.5097,-111.8358,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21013,City of Wolf Point,MT,,Eleventh Avenue North,Wolf Point,Roosevelt,59201,48.0993,-105.6615,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21014,Coral Creek Landfill,MT,,721 Coral Creek Road,Baker,Fallon,59313,46.3016,-104.205,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21015,Daniels County Landfill,MT,,713 C Street,Scobey,Daniels,59263,48.7765,-105.41,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21016,Deer Lodge Disposal District,MT,,2324 Boulder Road,Deer Lodge,Powell,59722,46.3657,-112.7079,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1007460,2287,Flathead County Landfill,MT,Flathead County Solid Waste District Central Landfill,4098 Hwy 93 N,Kalispell,Flathead,59901,48.3117,-114.344,No,Public,"Flathead County Solid Waste District, MT","Flathead County Solid Waste District, MT",1971,2060,Open,140,56,,,"12,000,000","3,621,885",2016,"116,146",2016,Unknown,Not used,No,,Yes,0.841,2016,46,Yes,1,0,,"4/06-System installed for ground water corrective action plan.; 8/08-24 wells.; 6/09-Now up to 41 wells, will add more as cells close.; 9/11-Installed 6 more wells in Summer 2011.; 2012-48 wells, system capacity=5712 acfm."
1006805,20707,Gallatin County Logan Landfill,MT,,10585 Two Dog Road,Three Forks,Gallatin,59752,45.87462,-111.41042,No,Public,"Gallatin County, MT",,1972,2026,Open,,42,,,"2,651,432","1,996,490",2018,"88,429",2018,No,Not used,No,0.429,No,,,,No,,,,
1006766,2140,High Plains SLF,MT,Cascade County LF,"142 Powerline Road
9 miles N of Great Falls, 1 mile E of US 87",Floweree,Cascade,59440,47.62667,-111.189,No,Private,"Republic Services, Inc.",,1980,2044,Open,90,37,40,40,"8,255,356","3,063,276",2018,"186,625",2018,Yes,Several times per year,No,1.03,No,,,,No,,,,
,21017,Hill County Landfill,MT,Unified Disposal District,7055 County Road 451 SE,Havre,Hill,59501,48.5405,-109.586,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1004881,20856,Lake County Landfill,MT,,39276 Kerr Dam Road,Polson,Lake,59860,47.663862,-114.207846,No,Public,"Lake County, MT",,1969,2020,Open,,,,,"551,250","526,943",2012,"526,943",2012,Unknown,Not used,No,,No,,,,No,,,,
1004538,21018,Lewis & Clark County Landfill,MT,,4075 Deal Lane,Helena,Lewis and Clark,59602,46.6719,-111.878,No,Public,"Lewis and Clark County, MT",,1995,2110,Open,,,,,,"1,024,830",2018,"15,722",2018,No,Not used,No,,No,,,,Unknown,,,,
,21019,Libby Class II Landfill,MT,,2501 Pipe Creek Road,Libby,Lincoln,59923,48.426,-115.5618,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21020,Miles City Area Solid Waste District,MT,,4752 Leighton Boulevard,Miles City,Custer,59301,46.4102,-105.7868,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1004013,2139,Missoula Landfill,MT,,3737 Coal Mine Road,Missoula,Missoula,59802,46.9028,-114.011,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1968,2069,Open,,81.2,120,,"31,564,496","8,024,422",2018,"252,835",2018,No,Not used,No,1.52,Yes,1.098,2018,50.2,Yes,1,1.098,2018,"2010-48 wells, system capacity=2600 acfm."
,21021,Northern Montana Joint Refuse Disposal District - Conrad,MT,,1479 Valier Hwy,Conrad,Pondera,59486,48.302,-111.985,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21023,Richland County Landfill,MT,,13436 Highway 16,Sidney,Richland,59270,47.8509,-104.2762,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21024,Rosebud County Landfill,MT,,4 miles N of Colstrip on Hwy 39,Colstrip,Rosebud,59323,45.958,-106.665,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21025,Sheridan County Landfill,MT,,201 Mann Road,Plentywood,Sheridan,59254,48.7562,-104.592,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21026,Town of Chester,MT,,Dump Road,Chester,Liberty,59522,48.5043,-110.948,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
,21027,Valley County Landfill,MT,,115 Landfill Road,Glasgow,Valley,59230,48.1893,-106.565,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,
1005419,20899,Valley View Landfill,MT,,300 Highway 518,East Helena,Lewis and Clark,59635,46.56937,-111.90459,No,Private,Tri County Disposal,,1988,2086,Open,,,,,"3,092,529","253,543",2012,"27,473",2012,Unknown,Not used,No,,No,,,,No,,,,
1005138,1046,Alamance County Landfill,NC,Austin Quarter SWM Facility,2701 Austin Quarter Road SR-2148,Graham,Alamance,27253,35.93083,-79.29667,No,Public,"Alamance County, NC","Santek Environmental, Inc.",1994,2086,Open,90,34.3,,,,"2,045,736",2018,"112,572",2018,No,Not used,No,1.39,No,,,,No,,,,
1002236,2424,Anson County Waste Management Facility,NC,Chambers Development MSWLF,"375 Dozer Drive
(375 Allied Road)",Polkton,Anson,28135,34.973,-80.257,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",2000,2032,Open,,40.4,,,"16,219,527","6,268,663",2018,"731,629",2018,No,Not used,No,2.06,Yes,0.474,2018,46.9,Yes,1,0.474,2018,"10/09-GCCS online 2/7/08, 15 vertical wells connect to common header line to open flare.; 2010-20 wells, system capacity=2500 acfm."
,1045,Ashe County Landfill,NC,,729 Fred Pugh Road,Crumpler,Ashe,28617,36.521,-81.368,No,Public,"Ashe County, NC","Ashe County, NC",1972,2059,Open,,,,,,"438,069",,"17,963",2016,Unknown,Not used,No,,No,,,,No,,,,
1001943,1059,Blackburn SLF,NC,Catawba County LF,3993 Rocky Ford Road,Newton,Catawba,28658,35.6077,-81.31,No,Public,"Catawba County, NC","Catawba County, NC",1980,2075,Open,400,133,,,"16,537,500","4,988,573",2018,"187,094",2018,No,Not used,No,1.86,Yes,1.728,2016,51.3,Yes,1,0,2017,"2012-105 wells, system capacity=1400 acfm.; 9/17-Adding new / replacment wells."
1001775,2142,Buncombe County New Landfill,NC,,85 Panther Branch Road,Alexander,Buncombe,28701,35.7272,-82.644,No,Public,"Buncombe County Department of Solid Waste, NC","Buncombe County Department of Solid Waste, NC",1997,2085,Open,100,56,100,70,"9,733,729","2,541,505",2018,"130,242",2018,Yes,At least once per year,No,0.817,Yes,0.72,2012,53.3,Yes,1,0.14,2012,"12/05-Installed one flare on 11/1/05.; 5/06-22 wells including slope risers, plan to install horizontal lifters; 3/12-Expanding gas collection system into largest cell in 2012.; 11/12-25 vertical wells.; 2012-System capacity=500 acfm."
1003099,1071,Charlotte Motor Speedway Landfill V,NC,CMS Landfill V,5105 Morehead Road,Concord,Cabarrus,28027,35.3457,-80.6826,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1992,2034,Open,,276,60,,"40,798,812","32,903,146",2018,"1,128,022",2018,No,Not used,No,13.6,Yes,10.777,2017,53.1,Yes,3,,,"2012-190 wells, system capacity=9000 acfm."
,11501,Cherokee County Subtitle D MSW Facility,NC,,10160 US 19,Marble,Cherokee,28905,35.1786,-83.91,No,Public,"Cherokee County, NC",,,2042,Open,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,2010-Passive venting only.
1005594,1062,City of Albemarle LF,NC,,40592B Stony Gap Road,Albemarle,Stanly,28001,35.3173,-80.1658,No,Public,"City of Albemarle, NC","City of Albemarle, NC",1974,2045,Open,,122.4,,,"4,075,884","2,393,224",2018,"55,503",2018,No,Not used,No,0.765,No,,,,No,,,,
1006978,1064,City of Greensboro White Street Landfill,NC,White Street Municipal Sanitary Landfill; City of Greensboro LF,2503 White Street,Greensboro,Guilford,27405,36.107,-79.73,Yes,Public,"City of Greensboro, NC","City of Greensboro, NC",1965,2129,Open,272,272,85,50,"11,527,740","10,800,675",2017,"49,622",2018,No,Not used,No,,Yes,2.926,2018,52,Yes,2,2.266,2019,"8/06-64 wells installed in 1996, 19 in 1997, & 22 in 1998, more than 3 miles of piping.; 2012-150 wells, system capacity=4300 acfm."
1005825,1069,Cleveland County LF,NC,Cleveland County Landfill East MSWLF; Self-McNeilly Landfill,"1609 Airport Road
250 Fielding Road",Shelby,Cleveland,28150,35.3287,-81.477,No,Public,"Cleveland County, NC","Cleveland County, NC",1971,2029,Open,,114.5,,,"14,001,750","4,815,846",2018,"109,626",2018,No,Not used,No,1.62,No,,,,No,,,,
1001627,1075,Cumberland County Ann Street Landfill,NC,Cumberland County LF,698 Ann Street,Fayetteville,Cumberland,28301,35.065,-78.868,No,Public,"Cumberland County, NC","Cumberland County, NC",1980,2024,Open,,126.3,50,,,"4,838,949",2018,"186,985",2018,No,Not used,No,1.85,Yes,1.8,,49.7,Yes,,,,"6/10-Collection system includes 62 vertical wells averaging 50 feet deep and two centrifugal blowers.; 2012-107 wells, system capacity=1250 acfm."
1004204,1077,Davidson County LF,NC,New Davidson LF,1242 Old Highway 29,Thomasville,Davidson,27360,35.8324,-80.1756,No,Public,"Davidson County, NC","Davidson County, NC",1985,2040,Open,309,78.7,,,,"3,323,819",2018,"145,821",2018,No,Not used,No,1.18,Yes,0.672,2018,52.5,Yes,1,0,2018,"7/08-32 wells will actively collect gas.; 8/09-Flare began operation 5/20/09.; 2010-50 wells, system capacity=900 acfm."
1003101,1080,East Carolina Regional LF,NC,Bertie LF; Addington-East Carolina LF,1922 Republican Road,Aulander,Bertie,27805,36.112286,-77.071925,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1993,2042,Open,,96.1,,,"24,046,822","11,944,524",2018,"567,036",2018,Yes,Several times per year,No,5.1,Yes,4.278,2018,49.5,Yes,2,4.278,2018,"10/07-Installing additional wells in 2008.; 2012-67 wells, system capacity=6000 acfm."
1000554,1082,Edgecombe County LF,NC,,2872 Colonial Road,Tarboro,Edgecombe,27886,35.822,-77.565,No,Public,"Edgecombe County, NC","Edgecombe County, NC",1980,2044,Open,,57.9,50,50,"2,039,000","1,800,000",2013,"13,500",2008,Unknown,Not used,No,,Yes,0.36,2014,43.4,Yes,,,,"4/09-Plan to convert 16 passive vents to an active system and install 8 new vertical gas collection wells.; 10/11-60 passive wells.; 2012-50 wells, system capacity=300 acfm."
1007044,2200,Foothills Environmental Landfill,NC,,2800 Cheraw Road,Lenoir,Caldwell,28645,35.915,-81.593,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1998,2039,Open,,55,,,"10,878,011","5,624,071",2018,"379,554",2018,No,Not used,No,,Yes,2.022,2018,53.2,Yes,,2.022,2018,"6/05-Should get a GCCS in 2006/2007 timeframe.; 10/07-No GCCS but flaring gas from leachate collection system, expected flow rate will be around 400-600 cfm.; 2012-22 wells, system capacity=2000 acfm."
1005137,1084,Gaston County LF,NC,Hardin Site,3155 Philadelphia Church Road,Dallas,Gaston,28034,35.3886,-81.1718,No,Public,"Gaston County, NC","Gaston County, NC",1987,2035,Open,400,72.1,,50,"5,452,170","4,036,096",2018,"188,026",2018,Yes,Several times per year,No,2.15,Yes,1.747,2018,49.5,Yes,2,0.127,2018,"8/09-Open flare installed 11/18/08 for migration.; 2012-66 wells, system capacity=1000 acfm.; 8/13- Plan to close current cell next year and add 10-15 wells.; 2/16-Two open flares in place."
,20756,Great Oak Landfill,NC,,3597 Old Cedar Falls Road,Randleman,Randolph,27317,35.746,-79.752,No,Public,"Randolph County, NC","Waste Management, Inc.",2017,,Open,,,,,"28,300,000","157,446",2017,"157,446",2017,Unknown,Not used,No,,No,,,,No,,,,
1003137,1067,Hanes Mill Road Landfill,NC,City of Winston-Salem LF,325 West Hanes Mill Road,Winston-Salem,Forsyth,27105,36.1869,-80.2806,No,Public,"City of Winston-Salem, NC","City of Winston-Salem, NC",1972,2036,Open,,160,,,"15,404,259","11,837,404",2018,"266,787",2018,No,Not used,No,3.77,Yes,2.303,2018,54.9,Yes,2,,,"4/09-112 wells.; 2012-105 wells, system capacity=4100 acfm."
1011696,1092,Haywood County White Oak LF,NC,,3898 Fines Creek Road,Waynesville,Haywood,28785,35.66343,-82.99866,No,Public,"Haywood County, NC","Haywood County, NC",1993,2048,Open,21.5,13,,45,"6,380,798","1,674,011",2018,"149,803",2018,No,Not used,No,0.45,No,,,,No,,,,6/08-12 passive vents installed.
1006514,1098,Iredell County LF,NC,,354 Twin Oaks Road,Statesville,Iredell,28625,35.7768,-80.8244,No,Public,"Iredell County, NC","Iredell County, NC",1978,2038,Open,,58,,,"7,641,616","5,637,291",2017,"199,481",2018,No,Not used,No,3,Yes,1.317,2018,52,Yes,,0,2018,"5/08-Flare installed in 1995.; 2012-107 wells, system capacity=2000 acfm."
,2272,JMN Landfill,NC,,345 Roseborough Road,Grover,Cleveland,28073,35.2096,-81.5013,No,Private,"Republic Services, Inc.","Republic Services, Inc.",,,Open,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,
1004252,1100,Johnston County MSW LF,NC,,680 County Home Road,Smithfield,Johnston,27577,35.5117,-78.4295,No,Public,"Johnston County, NC","Johnston County, NC",1973,2022,Open,239.5,108.2,,,"3,823,898","3,806,235",2018,"143,673",2018,No,Not used,No,1.25,Yes,0.614,2018,58.4,Yes,1,0,2018,"10/09-Six passive vent flares.; 1/12-Flare operational since 10/25/2011.; 2012-55 wells, system capacity=1250 acfm."
1000365,1065,Kersey Valley Landfill,NC,City of High Point LF,3940 E. Kivett Drive,High Point,Guilford,27263,35.9603,-79.9401,No,Public,City of High Point Department of Public Services,City of High Point Department of Public Services,1993,2027,Open,40,,,,"3,665,846","2,791,891",2018,"122,786",2018,No,Not used,No,,No,,,,No,,,,"11/18-Several gas extraction wells but they are not being used for active extraction, City has no timetable for starting up a voluntary GCCS."
1005461,1104,Lincoln County Landfill,NC,,5291 Crouse Road,Crouse,Lincoln,28033,35.430224,-81.352521,No,Public,"Lincoln County, NC","Lincoln County, NC",1988,2035,Open,,41.8,,,"1,819,125","1,273,214",2018,"39,497",2018,No,Not used,No,0.554,No,,,,No,,,,
,1105,Macon County LF,NC,Macon County/Highlands LF,1448 Lakeside Drive,Franklin,Macon,28734,35.202,-83.38,No,Public,"Macon County, NC","Macon County, NC",1992,2046,Open,,,,,"1,569,675","684,342",2016,"32,231",2016,Unknown,Not used,No,,No,,,,No,,,,
1006119,1113,New Hanover County Secure Landfill,NC,New Hanover County LF,5210 US Highway 421 North,Wilmington,New Hanover,28401,34.31948,-77.99035,No,Public,"New Hanover County Department of Environmental Management, NC","New Hanover County Department of Environmental Management, NC",1979,2051,Open,,191,160,90,"8,382,080","5,500,223",2018,"356,813",2018,No,Not used,No,1.85,No,,,,No,,,,2012-Passive vents/flares only.
1001953,10781,Onslow County LF,NC,Onslow County LF #2,415 Meadowview Road,Jacksonville,Onslow,28540,34.7872,-77.5309,No,Public,"Onslow County Solid Waste Department, NC","Onslow County Solid Waste Department, NC",1985,2030,Open,,56,,,,"3,590,613",2018,"157,175",2018,No,Not used,No,,Yes,0.808,2016,50.6,Yes,,,,4/08-15 candlestick flares installed.; 2/12-69 passive vents.; 10/14-GCCS installed in late 2012 and expanded in Sept. 2013.
1003481,1127,Robeson County LF,NC,,246 Landfill Road,St. Pauls,Robeson,28384,34.79,-78.908,No,Public,"Robeson County, NC","Robeson County, NC",1985,2041,Open,,66.1,,,"2,986,288","2,986,274",2018,"103,074",2018,No,Not used,No,1.152,Yes,1.152,2012,50.5,Yes,,,,"7/10-In 2007: 27 vertical wells, utility flare, and gas conditioning skid put in place, expansion of 24 additional vertical wells under construction.; 1/12-Flaring began in July 2008, 48 wells in place now.; 2012-50 wells, system capacity=1000 acfm."
1004501,2064,Rockingham County LF,NC,Rockingham County LF #2,281 Shuff Road,Madison,Rockingham,27025,36.373554,-79.849585,No,Public,"Rockingham County, NC","Rockingham County, NC",1973,2036,Open,142,,80,,"3,051,832","3,051,813",2018,"102,281",2018,No,Not used,No,0.445,Yes,0.353,2018,50.1,Yes,,0.353,2018,
1006996,1129,Rowan County LF,NC,,789 Campbell Road,Woodleaf,Rowan,27054,35.75701,-80.55715,No,Public,"Rowan County, NC","Rowan County, NC",1989,2082,Open,,51,,18,"9,043,808","2,631,573",2018,"141,395",2018,No,Occasionally but not every year,No,1.09,Yes,0.124,2018,54,Yes,1,0.124,2018,4/08-Expected to install flare in 2010 when new phase opens.
1004118,2336,"Sampson County Disposal, LLC",NC,,7434 Roseboro Highway,Roseboro,Sampson,28382,34.982,-78.457,No,Private,Waste Industries,Waste Industries,2000,2035,Open,,134.4,,,"44,356,712","20,841,241",2018,"1,726,286",2018,Yes,Several times per year,No,7.33,Yes,5.18,,48,Yes,2,2.1,,"10/04-Developing GCCS report, plan on bringing collection system online in early 2006; 4/09-Gas system expanded in late 2008.; 12/11-60 vertical wells and 2 flares.; 2012-55 wells, system capacity=4700 acfm."
1004408,10620,South Wake LF (New),NC,,6300 Old Smithfield Road,Apex,Wake,27539-5353,35.675,-78.85,No,Public,"Wake County, NC","Wake County, NC",2008,2040,Open,179,80,,40,"18,317,721","4,651,445",2018,"467,707",2018,No,Not used,No,,Yes,3.6,2019,50.3,Yes,,,,"2012-7 wells, system capacity=3500 acfm."
1005535,2292,Surry County LF 1 & LF 3,NC,Surry County Mt. Airy LF,"419 Landfill Road
237 Landfill Road",Mt. Airy,Surry,27030,36.4417,-80.5707,No,Public,"Surry County, NC","Surry County, NC",1969,2042,Open,51,,,,,"2,645,886",2018,"56,697",2018,No,Not used,No,,Yes,0.338,2018,49.5,Yes,,,,9/01-Passive vents.
,1141,Transylvania County SLF,NC,Woodruff Landfill,500 Howell Road,Brevard,Transylvania,28712,35.122,-82.844,No,Public,"Transylvania County, NC","Transylvania County, NC",1992,2031,Open,,14,70,,"790,641","495,930",2016,"26,003",2016,Unknown,Not used,No,,Yes,,,50,Yes,1,,,"9/07-Single solar-powered, open-candle type flare."
1003035,1074,Tuscarora Long-Term Regional Landfill,NC,CRSWMA-Regional LF,7400 Old Highway 70 West,New Bern,Craven,28562,35.16296,-77.22612,No,Public,"Coastal Environmental Partnership, NC","Coastal Environmental Partnership, NC",1994,2049,Open,101,58,230,210,"9,150,000","4,614,456",2018,"277,231",2018,No,Not used,No,2.29,Yes,1.426,2017,54.1,Yes,1,,,"9/10-43 wells over 40.7 acres, gas collection began in 1999, 1 open flare.; 2012-50 wells, system capacity=2000 acfm."
1007984,2199,Upper Piedmont Regional Landfill,NC,Upper Piedmont Environmental Landfill,9650 Oxford Road,Rougemont,Person,27572,36.324,-78.832,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1997,2057,Open,,50.2,,,"19,169,386","4,961,960",2018,"245,963",2018,No,Not used,No,,Yes,2.018,2018,50.8,Yes,,2.018,2018,"10/07-Installing first phase of gas wells in 2008, expected flow 400-600 scfm.; 2012-21 wells, system capacity=2000 acfm."
